M,Y,State,Administered_Dose1_Pop_Pct,Administered_Cumulative,new_case,new_death,tot_cases
01,2021,AS,7.4,4246,0,0,3
01,2021,AZ,3.7,315918,7314,182,649434
01,2021,CA,3.4,1618906,35930,537,2816969
01,2021,CO,5.1,354232,2374,31,379787
01,2021,CT,5.5,226547,968,17,221544
01,2021,DC,3.9,62323,220,11,32820
01,2021,DE,3.7,45045,889,1,68828
01,2021,FL,5.1,1264529,16519,214,1513662
01,2021,GA,3.5,419885,9036,172,791324
01,2021,GU,7.4,14955,0,0,7457
01,2021,HI,5.4,92427,164,6,23305
01,2021,IA,4.3,151230,1520,19,301824
01,2021,ID,3.3,79372,994,27,153358
01,2021,IL,3.4,546063,6652,107,1052682
01,2021,IN,4.3,351045,4387,39,578875
01,2021,KS,4.7,160830,0,0,252041
01,2021,KY,5.4,244001,4013,53,323113
01,2021,LA,4.9,272096,5313,58,361148
01,2021,MA,4.4,350395,5955,70,454402
01,2021,MD,4.3,274346,2948,35,317815
01,2021,ME,4.9,77442,677,16,33094
01,2021,MI,4.2,498821,2218,64,625496
01,2021,MN,4.1,279172,1581,43,441935
01,2021,MO,3.4,270326,2773,32,495748
01,2021,MP,7.3,4928,0,0,128
01,2021,MS,3.8,129308,2002,47,250657
01,2021,MT,5.4,73088,457,8,88110
01,2021,NC,4,478227,7957,95,660218
01,2021,ND,6.6,60104,221,8,95599
01,2021,NE,5.4,124215,931,15,180777
01,2021,NH,4.9,71619,653,12,54778
01,2021,NJ,4.1,376415,7092,92,609721
01,2021,NM,7,175649,1424,29,160543
01,2021,NV,3.2,118298,2187,62,256172
01,2021,NY,4.6,1106692,8302,145,682976
01,2021,OH,4,503257,7654,109,807293
01,2021,OK,6.7,306791,2945,61,371475
01,2021,OR,4.2,207584,1137,29,130246
01,2021,PA,4.2,617174,6464,313,756322
01,2021,PR,5,194254,566,4,87886
01,2021,PW,5.3,1122,0,0,0
01,2021,RI,4.8,61417,813,9,98544
01,2021,SC,3.1,193996,5300,45,392950
01,2021,SD,6.8,70307,317,10,104512
01,2021,TN,4.9,415925,4110,137,661268
01,2021,TX,4.6,1584520,24325,365,2045699
01,2021,UT,4.8,168339,2742,11,317559
01,2021,VA,4.3,444763,4795,30,422634
01,2021,VI,4.4,5369,0,0,2218
01,2021,VT,5.9,45163,186,2,8927
01,2021,WA,4,364675,1954,38,281443
01,2021,WI,3.8,255894,3140,49,561160
01,2021,WV,7.5,176745,827,31,105219
01,2021,WY,5.1,34037,412,0,48701
01,2022,AK,67.9,1073514,5321,2,172329
01,2022,AL,61,5939501,12465,31,1047420
01,2022,AR,64.8,3986730,10405,23,664194
01,2022,AS,90.1,83955,0,0,11
01,2022,AZ,69.8,11150502,20257,66,1563193
01,2022,CA,80.1,68395905,119264,136,6789403
01,2022,CO,77.1,9996017,15715,34,1122468
01,2022,CT,91.7,7006350,8783,114,637572
01,2022,DC,93.3,1386867,1544,10,121871
01,2022,DE,79.7,1665354,3066,16,222716
01,2022,FL,76.9,35197893,48986,189,5063622
01,2022,GA,63.5,13986892,19943,53,2113319
01,2022,GU,87.8,322086,198,0,23115
01,2022,HI,84.9,2697359,3028,3,155839
01,2022,IA,66.3,4786222,14109,0,645410
01,2022,ID,59.3,2297939,3266,7,339690
01,2022,IL,73.7,20780996,29639,176,2589640
01,2022,IN,59.4,8900964,15856,103,1425877
01,2022,KS,72.3,4319748,19414,21,621273
01,2022,KY,64.4,6145329,15338,45,1007677
01,2022,LA,59.3,5892132,14158,10,996623
01,2022,MA,93.5,13650824,14670,67,1426283
01,2022,MD,83.4,11083324,10498,59,900559
01,2022,ME,87.8,2629212,3023,14,183900
01,2022,MI,65.3,14847820,25560,47,1984056
01,2022,MN,73,9543539,11549,32,1138246
01,2022,MO,64.2,8400240,9904,22,1161362
01,2022,MP,85.2,100612,103,1,3905
01,2022,MS,57.9,3655933,9300,19,634628
01,2022,MT,63.6,1500798,2178,10,212078
01,2022,NC,80.3,15662732,37612,54,2053262
01,2022,ND,63.7,1044255,0,0,192239
01,2022,NE,68.5,3012794,0,0,383915
01,2022,NH,84.6,2335315,2390,28,235898
01,2022,NJ,86.7,15820255,23109,106,1962198
01,2022,NM,83.8,3617733,5203,36,398939
01,2022,NV,72.1,4539831,6858,21,572769
01,2022,NY,86.8,36084656,27587,88,2350136
01,2022,OH,62.1,16750053,41455,487,2307691
01,2022,OK,68.6,5551129,14402,0,811389
01,2022,OR,75.7,7170409,8659,13,513391
01,2022,PA,81.6,21425366,26610,173,2401681
01,2022,PR,91.4,6480586,0,0,398333
01,2022,PW,88.6,40600,0,0,43
01,2022,RI,93.6,2062245,5491,12,286062
01,2022,SC,65.5,7072252,20949,33,1160953
01,2022,SD,73.5,1313520,2641,15,203137
01,2022,TN,60.6,9389626,21098,177,1616528
01,2022,TX,69.8,43065713,57874,133,5402259
01,2022,UT,70,4894121,11128,8,750334
01,2022,VA,83,15370293,16841,5,1368271
01,2022,VI,62.3,136196,120,0,13521
01,2022,VT,91.4,1322654,0,0,77375
01,2022,WA,78.3,13295501,16365,53,1040912
01,2022,WI,69.9,9534965,27713,58,1297612
01,2022,WV,63.5,2583396,5061,13,377735
01,2022,WY,57,711599,1482,0,126468
01,2021,AK,9.8,85535,291,1,50069
01,2021,AL,3.1,165565,3180,75,418820
01,2021,AR,5.2,187802,3124,35,267635
01,2021,AS,8.7,4873,0,0,3
01,2021,AZ,4,345957,9149,185,658583
01,2021,CA,3.7,1772587,42655,425,2859624
01,2021,CO,5.4,375756,2136,27,381923
01,2021,CT,5.9,239584,1878,41,223422
01,2021,DC,4.3,67347,320,0,33140
01,2021,DE,4,48627,671,7,69499
01,2021,FL,5.5,1373017,11900,204,1525562
01,2021,GA,3.8,459971,9806,163,801130
01,2021,GU,7.8,15708,17,1,7474
01,2021,HI,5.8,98464,143,0,23448
01,2021,IA,4.6,158986,1296,6,303120
01,2021,ID,3.7,88402,0,0,153358
01,2021,IL,3.6,575192,6642,149,1059324
01,2021,IN,4.7,377922,4678,44,583553
01,2021,KS,5,169431,4093,147,256134
01,2021,KY,5.8,261878,3842,48,326955
01,2021,LA,5.4,294235,3705,0,364853
01,2021,MA,4.7,374825,5525,67,459927
01,2021,MD,4.7,297080,2924,51,320739
01,2021,ME,5.3,82228,488,30,33582
01,2021,MI,4.6,541786,2296,66,627792
01,2021,MN,4.3,293523,1627,33,443562
01,2021,MO,3.6,287064,2193,42,497941
01,2021,MP,7.8,5178,0,0,128
01,2021,MS,4.3,144444,3028,40,253685
01,2021,MT,5.7,76748,525,9,88635
01,2021,NC,4.4,523165,9089,101,669307
01,2021,ND,6.9,62831,115,8,95714
01,2021,NE,5.7,128755,771,0,181548
01,2021,NH,5.2,76197,722,11,55500
01,2021,NJ,4.4,406903,6311,67,616032
01,2021,NM,7.4,185814,1262,37,161805
01,2021,NV,3.5,128535,1878,40,258050
01,2021,NY,5,1184859,12217,132,695193
01,2021,OH,4.2,534043,7149,67,814442
01,2021,OK,7.2,328878,2722,54,374197
01,2021,OR,4.6,225915,1012,21,131258
01,2021,PA,4.4,656702,6728,215,763050
01,2021,PR,5.4,208753,810,9,88696
01,2021,PW,5.9,1233,0,0,0
01,2021,RI,5,63956,994,9,99538
01,2021,SC,3.4,211967,3459,81,396409
01,2021,SD,7.1,72747,425,15,104937
01,2021,TN,5.2,441603,6155,84,667423
01,2021,TX,4.8,1683044,27204,327,2072903
01,2021,UT,5.2,183570,2543,12,320102
01,2021,VA,4.7,483261,6757,50,429391
01,2021,VI,4.9,5923,0,0,2218
01,2021,VT,6.4,48100,136,0,9063
01,2021,WA,4.3,391810,2771,27,284214
01,2021,WI,4,273946,2706,42,563866
01,2021,WV,8,189441,1430,31,106649
01,2021,WY,5.5,36705,208,0,48909
01,2022,AK,68,1074589,0,0,172329
01,2022,AL,61.1,5945566,10033,52,1057453
01,2022,AR,64.8,3989474,11596,17,675790
01,2022,AS,90.1,83957,0,0,11
01,2022,AZ,69.9,11165453,24962,103,1588155
01,2022,CA,80.2,68514701,0,0,6789403
01,2022,CO,77.1,10010251,18175,0,1140643
01,2022,CT,91.8,7016907,0,0,637572
01,2022,DC,93.4,1388650,0,0,121871
01,2022,DE,79.8,1667193,3232,28,225948
01,2022,FL,76.9,35244056,46862,180,5110484
01,2022,GA,63.5,14005989,0,0,2113319
01,2022,GU,88,323569,203,0,23318
01,2022,HI,85,2702555,5927,6,161766
01,2022,IA,66.4,4789815,0,0,645410
01,2022,ID,59.4,2300314,1167,4,340857
01,2022,IL,73.8,20820318,0,0,2589640
01,2022,IN,59.5,8913281,0,0,1425877
01,2022,KS,72.4,4323960,0,0,621273
01,2022,KY,64.4,6152536,16314,29,1023991
01,2022,LA,59.3,5898043,0,0,996623
01,2022,MA,93.6,13673822,0,0,1426283
01,2022,MD,83.5,11101147,10362,65,910921
01,2022,ME,87.9,2631693,1686,0,185586
01,2022,MI,65.3,14866909,0,0,1984056
01,2022,MN,73.1,9554134,0,0,1138246
01,2022,MO,64.3,8408514,20116,5,1181478
01,2022,MP,85.4,101059,0,0,3905
01,2022,MS,57.9,3658857,0,0,634628
01,2022,MT,63.6,1501959,0,0,212078
01,2022,NC,80.4,15682493,38129,64,2091391
01,2022,ND,63.7,1044487,2239,1,194478
01,2022,NE,68.5,3015556,0,0,383915
01,2022,NH,84.6,2338579,0,0,235898
01,2022,NJ,86.8,15847359,16859,120,1979057
01,2022,NM,83.8,3622916,0,0,398939
01,2022,NV,72.2,4547071,0,0,572769
01,2022,NY,86.9,36143374,24816,94,2374952
01,2022,OH,62.1,16771875,50299,0,2357990
01,2022,OK,68.7,5556748,0,0,811389
01,2022,OR,75.8,7182813,0,0,513391
01,2022,PA,81.7,21457512,23775,185,2425456
01,2022,PR,91.5,6498126,8774,20,407107
01,2022,PW,88.6,40600,0,0,43
01,2022,RI,93.7,2065702,4829,5,290891
01,2022,SC,65.5,7080434,21003,52,1181956
01,2022,SD,73.5,1314560,0,0,203137
01,2022,TN,60.6,9399752,20157,197,1636685
01,2022,TX,69.9,43130313,69766,151,5472025
01,2022,UT,70.1,4900281,0,0,750334
01,2022,VA,83.1,15399623,0,0,1368271
01,2022,VI,62.3,136206,239,0,13760
01,2022,VT,91.4,1323935,0,0,77375
01,2022,WA,78.4,13317755,16480,0,1057392
01,2022,WI,70,9545922,0,0,1297612
01,2022,WV,63.5,2585572,5223,0,382958
01,2022,WY,57.1,711961,0,0,126468
01,2021,AK,10.3,89544,195,0,50264
01,2021,AL,3.2,169842,1902,69,420722
01,2021,AR,5.2,189449,2543,30,270178
01,2021,AS,8.7,4874,0,0,3
01,2021,AZ,4.2,363569,8718,208,667301
01,2021,CA,3.9,1860849,40622,603,2900246
01,2021,CO,5.7,388481,2090,20,384013
01,2021,CT,6,246908,0,0,223422
01,2021,DC,4.7,69833,397,5,33537
01,2021,DE,4.4,52601,683,14,70182
01,2021,FL,5.7,1427078,10783,180,1536345
01,2021,GA,3.9,473196,8533,153,809663
01,2021,GU,7.9,15962,0,0,7474
01,2021,HI,6,102100,156,2,23604
01,2021,IA,4.7,162856,1150,64,304270
01,2021,ID,4,92206,1918,14,155276
01,2021,IL,3.7,589380,5343,147,1064667
01,2021,IN,4.8,394418,3901,40,587454
01,2021,KS,5.1,172018,0,0,256134
01,2021,KY,5.9,270463,3224,46,330179
01,2021,LA,5.6,303173,0,0,364853
01,2021,MA,4.8,386287,5799,65,465726
01,2021,MD,4.8,304779,3292,42,324031
01,2021,ME,5.4,84265,436,4,34018
01,2021,MI,4.8,560098,1547,66,629339
01,2021,MN,4.4,297843,1485,37,445047
01,2021,MO,3.7,292892,1436,43,499377
01,2021,MP,8,5573,0,0,128
01,2021,MS,4.4,148778,1628,40,255313
01,2021,MT,5.8,77753,421,2,89056
01,2021,NC,4.6,542860,7269,129,676576
01,2021,ND,7,63619,150,3,95864
01,2021,NE,5.8,130986,376,19,181924
01,2021,NH,5.4,79090,445,19,55945
01,2021,NJ,4.6,421847,6057,94,622089
01,2021,NM,7.7,191183,1088,36,162893
01,2021,NV,3.7,134386,2040,63,260090
01,2021,NY,5.3,1247473,9677,113,704870
01,2021,OH,4.4,549449,7065,78,821507
01,2021,OK,7.3,334465,2596,60,376793
01,2021,OR,5,243129,1154,41,132412
01,2021,PA,4.6,678502,6850,231,769900
01,2021,PR,5.6,213138,544,0,89240
01,2021,PW,7.5,1583,0,0,0
01,2021,RI,5.3,66920,776,12,100314
01,2021,SC,3.5,217259,6555,72,402964
01,2021,SD,7.2,73880,341,4,105278
01,2021,TN,5.2,447366,2754,79,670177
01,2021,TX,5.1,1748804,24657,310,2097560
01,2021,UT,5.4,190984,2150,13,322252
01,2021,VA,4.9,502723,9914,23,439305
01,2021,VI,5,6015,34,0,2252
01,2021,VT,6.5,48842,168,2,9231
01,2021,WA,4.6,414861,2041,0,286255
01,2021,WI,4.1,281064,2409,135,566275
01,2021,WV,8.1,191980,1475,28,108124
01,2021,WY,5.6,37146,159,0,49068
01,2022,AK,68,1075017,0,0,172329
01,2022,AL,61.1,5948312,7624,45,1065077
01,2022,AR,64.9,3990885,5386,4,681176
01,2022,AS,90.1,83957,0,0,11
01,2022,AZ,69.9,11173976,21637,40,1609792
01,2022,CA,80.2,68570519,0,0,6789403
01,2022,CO,77.2,10015690,12331,0,1152974
01,2022,CT,91.9,7022544,0,0,637572
01,2022,DC,93.5,1389480,0,0,121871
01,2022,DE,79.8,1668102,2552,0,228500
01,2022,FL,77,35272415,31533,193,5142017
01,2022,GA,63.5,14012471,0,0,2113319
01,2022,GU,88,323743,263,0,23581
01,2022,HI,85,2704545,3856,3,165622
01,2022,IA,66.4,4792344,0,0,645410
01,2022,ID,59.4,2301428,0,0,340857
01,2022,IL,73.8,20842522,0,0,2589640
01,2022,IN,59.5,8919724,0,0,1425877
01,2022,KS,72.4,4326351,0,0,621273
01,2022,KY,64.4,6155606,11393,33,1035384
01,2022,LA,59.3,5900501,0,0,996623
01,2022,MA,93.7,13688068,0,0,1426283
01,2022,MD,83.5,11110632,8215,65,919136
01,2022,ME,87.9,2633068,938,0,186524
01,2022,MI,65.3,14877834,0,0,1984056
01,2022,MN,73.1,9559150,0,0,1138246
01,2022,MO,64.3,8413961,37,0,1181515
01,2022,MP,85.4,101059,41,0,3946
01,2022,MS,57.9,3660068,0,0,634628
01,2022,MT,63.7,1502519,0,0,212078
01,2022,NC,80.5,15685837,35728,60,2127119
01,2022,ND,63.7,1044555,1067,0,195545
01,2022,NE,68.6,3017671,0,0,383915
01,2022,NH,84.7,2340721,0,0,235898
01,2022,NJ,86.9,15860138,15445,10,1994502
01,2022,NM,83.9,3625889,0,0,398939
01,2022,NV,72.3,4551801,0,0,572769
01,2022,NY,86.9,36175149,22716,66,2397668
01,2022,OH,62.1,16783893,26117,0,2384107
01,2022,OK,68.7,5560286,0,0,811389
01,2022,OR,75.8,7188191,0,0,513391
01,2022,PA,81.8,21475578,33266,8,2458722
01,2022,PR,91.6,6503680,5469,18,412576
01,2022,PW,88.6,40600,0,0,43
01,2022,RI,93.8,2067388,4089,2,294980
01,2022,SC,65.5,7082607,21576,40,1203532
01,2022,SD,73.5,1315027,0,0,203137
01,2022,TN,60.7,9403272,14892,19,1651577
01,2022,TX,69.9,43164974,50151,62,5522176
01,2022,UT,70.1,4902490,0,0,750334
01,2022,VA,83.1,15409603,0,0,1368271
01,2022,VI,62.3,136222,0,0,13760
01,2022,VT,91.4,1324410,0,0,77375
01,2022,WA,78.4,13330161,16911,0,1074303
01,2022,WI,70,9551533,0,0,1297612
01,2022,WV,63.5,2586290,4157,0,387115
01,2022,WY,57.1,712167,0,0,126468
01,2021,AK,10.4,90230,258,2,50522
01,2021,AL,3.2,171081,1488,70,422210
01,2021,AR,5.3,191565,944,18,271122
01,2021,AS,8.7,4874,0,0,3
01,2021,AZ,4.3,377100,6984,18,674285
01,2021,CA,4,1913400,42229,563,2942475
01,2021,CO,5.7,392634,1564,16,385577
01,2021,CT,6.1,250781,0,0,223422
01,2021,DC,4.7,70299,314,3,33851
01,2021,DE,4.7,56301,953,0,71135
01,2021,FL,5.8,1451702,7815,183,1544160
01,2021,GA,4,480089,6332,5,815995
01,2021,GU,7.9,15989,0,0,7474
01,2021,HI,6.1,103240,121,2,23725
01,2021,IA,4.7,164355,636,2,304906
01,2021,ID,4.1,94664,278,2,155554
01,2021,IL,3.8,594221,4162,30,1068829
01,2021,IN,4.9,402295,3174,25,590628
01,2021,KS,5.1,172442,0,0,256134
01,2021,KY,6,275916,2414,50,332593
01,2021,LA,5.6,306598,4127,123,368980
01,2021,MA,4.9,391981,4414,66,470140
01,2021,MD,4.8,308622,2414,41,326445
01,2021,ME,5.5,84598,365,3,34383
01,2021,MI,4.8,565882,1470,67,630809
01,2021,MN,4.4,300860,1333,40,446380
01,2021,MO,3.7,293914,1183,46,500560
01,2021,MP,8.3,5998,0,0,128
01,2021,MS,4.4,149367,1222,25,256535
01,2021,MT,5.8,77885,337,4,89393
01,2021,NC,4.7,554241,6350,101,682926
01,2021,ND,7,63631,43,0,95907
01,2021,NE,5.8,131280,466,0,182390
01,2021,NH,5.4,79823,919,6,56864
01,2021,NJ,4.7,429345,5132,25,627221
01,2021,NM,7.8,193195,744,22,163637
01,2021,NV,3.8,138334,1483,18,261573
01,2021,NY,5.5,1292225,8091,128,712961
01,2021,OH,4.4,556303,5247,65,826754
01,2021,OK,7.4,336193,1699,47,378492
01,2021,OR,5.2,254356,793,1,133205
01,2021,PA,4.6,689384,5783,122,775683
01,2021,PR,5.6,213867,435,0,89675
01,2021,PW,7.5,1584,0,0,0
01,2021,RI,5.3,67515,734,9,101048
01,2021,SC,3.6,219325,6078,127,409042
01,2021,SD,7.2,73902,266,23,105544
01,2021,TN,5.2,449659,6910,44,677087
01,2021,TX,5.1,1763458,16402,331,2113962
01,2021,UT,5.4,191893,1585,8,323837
01,2021,VA,5,509147,7245,10,446550
01,2021,VI,5,6016,8,0,2260
01,2021,VT,6.5,49490,173,0,9404
01,2021,WA,4.7,425525,2422,0,288677
01,2021,WI,4.1,284274,1891,1,568166
01,2021,WV,8.2,192235,697,15,108821
01,2021,WY,5.6,37162,295,0,49363
01,2022,AK,68,1076048,0,0,172329
01,2022,AL,61.1,5954849,9686,36,1074763
01,2022,AR,64.9,3996332,3600,3,684776
01,2022,AS,90.1,83958,7,0,18
01,2022,AZ,70,11189710,12066,1,1621858
01,2022,CA,80.3,68711615,319809,330,7109212
01,2022,CO,77.2,10027932,9260,43,1162234
01,2022,CT,92,7033480,15844,-2,653416
01,2022,DC,93.5,1390889,0,0,121871
01,2022,DE,79.9,1670285,2108,0,230608
01,2022,FL,77,35315777,32712,209,5174729
01,2022,GA,63.6,14028644,35149,69,2148468
01,2022,GU,88.1,324238,637,0,24218
01,2022,HI,85.1,2707898,4637,0,170259
01,2022,IA,66.4,4798781,11736,0,657146
01,2022,ID,59.4,2304230,0,0,340857
01,2022,IL,73.9,20882552,72860,0,2662500
01,2022,IN,59.6,8934453,36579,82,1462456
01,2022,KS,72.4,4332758,0,0,621273
01,2022,KY,64.5,6161630,6853,25,1042237
01,2022,LA,59.4,5906762,0,0,996623
01,2022,MA,93.8,13711834,0,0,1426283
01,2022,MD,83.6,11127303,6793,52,925929
01,2022,ME,88,2635857,1804,0,188328
01,2022,MI,65.4,14900887,0,0,1984056
01,2022,MN,73.1,9576742,0,0,1138246
01,2022,MO,64.3,8426746,1,0,1181516
01,2022,MP,85.5,101207,25,0,3971
01,2022,MS,58,3664528,0,0,634628
01,2022,MT,63.7,1503607,0,0,212078
01,2022,NC,80.5,15698697,22221,65,2149340
01,2022,ND,63.7,1045436,754,0,196299
01,2022,NE,68.6,3021443,13075,3,396990
01,2022,NH,84.8,2344152,0,0,235898
01,2022,NJ,87,15891927,9078,31,2003580
01,2022,NM,84,3632859,0,0,398939
01,2022,NV,72.4,4559334,0,0,572769
01,2022,NY,87,36234920,12961,74,2410629
01,2022,OH,62.1,16800707,19538,0,2403645
01,2022,OK,68.8,5567949,31607,0,842996
01,2022,OR,75.8,7199165,0,0,513391
01,2022,PA,81.8,21504199,15744,0,2474466
01,2022,PR,91.7,6522835,6340,31,418916
01,2022,PW,89.9,40899,109,0,152
01,2022,RI,93.9,2070701,2984,6,297964
01,2022,SC,65.6,7089397,16710,7,1220242
01,2022,SD,73.6,1317007,0,0,203137
01,2022,TN,60.7,9411142,11555,20,1663132
01,2022,TX,70,43237237,68268,4,5590444
01,2022,UT,70.1,4911157,0,0,750334
01,2022,VA,83.2,15430559,39144,13,1407415
01,2022,VI,62.3,136241,0,0,13760
01,2022,VT,91.5,1325600,0,0,77375
01,2022,WA,78.4,13350716,16608,0,1090911
01,2022,WI,70.1,9567779,83187,63,1380799
01,2022,WV,63.6,2586901,3673,19,390788
01,2022,WY,57.1,712782,0,0,126468
01,2021,AK,10.6,92478,148,0,50670
01,2021,AL,3.7,196480,2434,86,424644
01,2021,AR,5.7,205695,1141,32,272263
01,2021,AS,9.8,5435,0,0,3
01,2021,AZ,4.5,401113,5403,-1,679688
01,2021,CA,4.2,2005405,30699,326,2973174
01,2021,CO,5.9,404115,967,7,386544
01,2021,CT,6.4,263240,6703,76,230125
01,2021,DC,4.8,71527,182,7,34033
01,2021,DE,5.3,62868,638,0,71773
01,2021,FL,6,1509539,9629,204,1553789
01,2021,GA,4.3,521110,4957,64,820952
01,2021,GU,8,16599,41,0,7515
01,2021,HI,6.4,108980,115,0,23840
01,2021,IA,4.9,173215,716,1,305622
01,2021,ID,4.3,98885,0,0,155554
01,2021,IL,3.9,620757,3385,68,1072214
01,2021,IN,5.2,427799,2510,29,593138
01,2021,KS,5.2,176381,3688,23,259822
01,2021,KY,6.2,288302,1928,46,334521
01,2021,LA,5.8,317387,971,50,369951
01,2021,MA,5,403938,3301,69,473441
01,2021,MD,4.9,319351,1769,49,328214
01,2021,ME,5.6,88348,376,5,34759
01,2021,MI,5,598620,2211,45,633020
01,2021,MN,4.6,315648,969,12,447349
01,2021,MO,3.9,311673,2901,44,503461
01,2021,MP,8.6,6402,1,0,129
01,2021,MS,4.8,160775,1231,34,257766
01,2021,MT,5.9,79998,183,1,89576
01,2021,NC,4.9,579376,4172,85,687098
01,2021,ND,7.2,65109,164,2,96071
01,2021,NE,5.9,139108,395,5,182785
01,2021,NH,5.5,82244,1000,0,57864
01,2021,NJ,4.9,455571,3853,19,631074
01,2021,NM,8,199818,626,25,164263
01,2021,NV,4,143927,1221,5,262794
01,2021,NY,5.7,1356855,6957,116,719918
01,2021,OH,4.5,576336,4312,81,831066
01,2021,OK,7.7,350306,1718,47,380210
01,2021,OR,5.4,264956,646,3,133851
01,2021,PA,4.8,726407,3988,80,779671
01,2021,PR,5.8,226549,146,3,89821
01,2021,PW,9,1919,0,0,0
01,2021,RI,5.4,69948,540,5,101588
01,2021,SC,3.8,235064,4226,14,413268
01,2021,SD,7.5,76924,115,11,105659
01,2021,TN,5.3,465542,2575,36,679662
01,2021,TX,5.2,1813336,11590,309,2125552
01,2021,UT,5.5,195645,1082,7,324919
01,2021,VA,5.2,532528,4526,59,451076
01,2021,VI,5.1,6223,0,0,2260
01,2021,VT,6.8,52152,119,0,9523
01,2021,WA,4.9,447026,1620,0,290297
01,2021,WI,4.3,297973,1169,20,569335
01,2021,WV,8.2,194941,988,8,109809
01,2021,WY,5.9,38618,345,0,49708
01,2022,AK,68,1077460,0,0,172329
01,2022,AL,61.2,5962916,17097,40,1091860
01,2022,AR,65,4001836,3213,15,687989
01,2022,AS,90.1,84089,0,0,18
01,2022,AZ,70,11210649,23836,183,1645694
01,2022,CA,80.4,68877514,76374,36,7185586
01,2022,CO,77.3,10044685,12971,3,1175205
01,2022,CT,92.1,7047106,4264,10,657680
01,2022,DC,93.6,1393385,3836,5,125707
01,2022,DE,80,1673930,1225,0,231833
01,2022,FL,77.1,35356578,42710,209,5217439
01,2022,GA,63.6,14048540,12071,33,2160539
01,2022,GU,88.1,324872,815,2,25033
01,2022,HI,85.2,2713269,6180,0,176439
01,2022,IA,66.5,4804955,7764,116,664910
01,2022,ID,59.5,2307595,3555,8,344412
01,2022,IL,74,20928244,20483,319,2682983
01,2022,IN,59.6,8949431,11833,77,1474289
01,2022,KS,72.5,4340695,0,0,621273
01,2022,KY,64.5,6170371,9841,33,1052078
01,2022,LA,59.4,5915571,29125,58,1025748
01,2022,MA,94,13743546,60994,60,1487277
01,2022,MD,83.7,11150340,3434,44,929363
01,2022,ME,88,2640509,2366,30,190694
01,2022,MI,65.4,14923455,79353,160,2063409
01,2022,MN,73.2,9593738,10642,29,1148888
01,2022,MO,64.4,8440281,24256,3,1205772
01,2022,MP,85.5,101379,96,0,4067
01,2022,MS,58,3669827,22456,17,657084
01,2022,MT,63.7,1505606,3910,12,215988
01,2022,NC,80.6,15720391,18674,47,2168014
01,2022,ND,63.8,1046462,2914,0,199213
01,2022,NE,68.6,3026246,5499,5,402489
01,2022,NH,84.9,2348561,14683,6,250581
01,2022,NJ,87.1,15925008,11122,50,2014702
01,2022,NM,84.1,3640220,21253,32,420192
01,2022,NV,72.4,4567897,23728,27,596497
01,2022,NY,87.1,36315482,11424,86,2422053
01,2022,OH,62.2,16824209,15147,323,2418792
01,2022,OK,68.9,5577196,10001,0,852997
01,2022,OR,75.9,7213183,28024,9,541415
01,2022,PA,81.9,21541362,13459,36,2487925
01,2022,PR,91.8,6548261,4305,21,423221
01,2022,PW,90.1,41573,0,0,152
01,2022,RI,94,2074928,2756,12,300720
01,2022,SC,65.6,7098617,13382,4,1233624
01,2022,SD,73.7,1318766,2265,1,205402
01,2022,TN,60.7,9422547,11010,12,1674142
01,2022,TX,70,43312325,53953,123,5644397
01,2022,UT,70.2,4921918,39882,28,790216
01,2022,VA,83.3,15456730,12482,15,1419897
01,2022,VI,62.4,136440,141,3,13901
01,2022,VT,91.5,1327484,7742,9,85117
01,2022,WA,78.5,13377940,7408,34,1098319
01,2022,WI,70.1,9585319,19539,43,1400338
01,2022,WV,63.6,2588509,1949,26,392737
01,2022,WY,57.2,713822,4085,13,130553
01,2021,AK,11.2,98067,127,1,50797
01,2021,AL,4,216468,3256,81,427900
01,2021,AR,6.2,223078,1331,43,273594
01,2021,AS,10.3,5794,0,0,3
01,2021,AZ,4.8,434997,6420,1,686108
01,2021,CA,4.5,2166786,23794,225,2996968
01,2021,CO,6.1,422093,1687,2,388231
01,2021,CT,6.7,281092,2094,12,232219
01,2021,DC,5.2,75640,226,4,34259
01,2021,DE,5.5,65649,417,5,72190
01,2021,FL,6.3,1595468,11616,192,1565405
01,2021,GA,4.6,564056,7492,222,828444
01,2021,GU,8.3,17746,6,3,7521
01,2021,HI,6.9,118419,59,2,24483
01,2021,IA,5.1,182238,1057,8,306679
01,2021,ID,4.5,104696,1224,30,156778
01,2021,IL,4.1,659658,4318,35,1076532
01,2021,IN,5.5,461142,2739,272,595877
01,2021,KS,5.4,183663,0,0,259822
01,2021,KY,6.5,304028,2336,47,336857
01,2021,LA,6.1,334714,2138,71,372089
01,2021,MA,5.2,426850,3085,65,476526
01,2021,MD,5.2,343351,1972,54,330186
01,2021,ME,5.8,93296,437,11,35196
01,2021,MI,5.4,640998,2064,69,635084
01,2021,MN,4.8,339780,919,6,448268
01,2021,MO,4.1,335178,2582,45,506043
01,2021,MP,8.9,6819,0,0,129
01,2021,MS,5.2,179095,1967,34,259733
01,2021,MT,6.2,84690,288,0,89864
01,2021,NC,5.3,635496,5421,111,692519
01,2021,ND,7.4,68956,151,1,96222
01,2021,NE,6.2,147355,1106,0,183891
01,2021,NH,5.8,87282,845,5,58709
01,2021,NJ,5.2,486170,4628,54,635702
01,2021,NM,8.3,209666,691,20,164954
01,2021,NV,4.3,156850,1178,8,263972
