M,Y,State,Administered_Dose1_Pop_Pct,Administered_Cumulative,new_case,new_death,tot_cases
06,2021,WA,59.2,8278122,695,12,442499
06,2021,WI,53.8,5986058,104,6,676075
06,2021,WV,47.9,1673085,94,1,162939
06,2021,WY,40,433967,102,0,61114
06,2021,AK,51.3,699313,20,0,67843
06,2021,AL,39.9,3371822,131,6,545722
06,2021,AR,42.9,2273752,264,1,343873
06,2021,AS,53.5,45595,0,0,0
06,2021,AZ,50.5,7027230,570,21,886404
06,2021,CA,59.1,41663866,1032,-85,3695530
06,2021,CO,58.4,6221706,469,11,554719
06,2021,CT,66.9,4364914,38,0,348388
06,2021,DC,64.3,919104,7,0,49165
06,2021,DE,58.7,1049607,31,0,108536
06,2021,FL,53.1,21009347,1374,28,2305159
06,2021,GA,43.1,8228156,375,30,1128467
06,2021,GU,60.9,190478,2,0,8240
06,2021,HI,61.7,1625932,98,0,35693
06,2021,IA,51.5,3027474,127,2,372525
06,2021,ID,42,1398945,75,0,193590
06,2021,IL,55.2,12854668,268,17,1387297
06,2021,IN,44.8,5727823,443,32,749097
06,2021,KS,51.7,2645313,81,0,315850
06,2021,KY,45.9,3699299,222,5,459456
06,2021,LA,38.9,3388175,184,0,475538
06,2021,MA,69.9,8675915,126,2,708836
06,2021,MD,61.8,6858879,86,3,461183
06,2021,ME,67,1631443,39,0,68578
06,2021,MI,51.1,9479947,160,21,1000137
06,2021,MN,57.5,5997271,148,7,603614
06,2021,MO,45.2,5144406,415,0,605984
06,2021,MP,53.5,51844,0,0,183
06,2021,MS,37,2073020,89,3,319616
06,2021,MT,48.2,963861,29,0,112790
06,2021,NC,49,9349546,464,6,997211
06,2021,ND,45.9,641669,6,0,110432
06,2021,NE,51.8,1875677,20,0,223998
06,2021,NH,65,1572421,24,0,99092
06,2021,NJ,62.2,9667732,249,3,1019356
06,2021,NM,60.4,2235090,75,0,204119
06,2021,NV,49.1,2737514,146,6,327286
06,2021,NY,59.7,21712742,272,9,1154753
06,2021,OH,48.2,10646178,385,0,1106796
06,2021,OK,45.2,3277077,187,24,454785
06,2021,OR,58.8,4560442,278,3,204865
06,2021,PA,58.7,13452613,347,0,1213911
06,2021,PR,66.8,3902476,63,0,140591
06,2021,PW,65.1,24738,0,0,2
06,2021,RI,66.2,1284881,19,0,144464
06,2021,SC,44.2,4153194,197,5,595575
06,2021,SD,50.8,811403,4,0,124343
06,2021,TN,42.6,5640438,289,-2,862249
06,2021,TX,48,25635002,1068,16,2967034
06,2021,UT,49.6,2889882,357,4,409364
06,2021,VA,60.3,9367635,73,14,677745
06,2021,VI,39.5,79628,9,0,3699
06,2021,VT,73.9,853936,1,0,22764
06,2021,WA,59.3,8304101,607,0,443106
06,2021,WI,53.9,5997830,66,0,676141
06,2021,WV,47.9,1676017,68,0,163007
06,2021,WY,40,434411,40,0,61154
06,2021,AK,51.3,699725,20,0,67863
06,2021,AL,40,3375122,119,4,545841
06,2021,AR,43,2275182,91,1,343964
06,2021,AS,53.5,45614,0,0,0
06,2021,AZ,50.5,7035402,348,7,886752
06,2021,CA,59.1,41709600,942,4,3696472
06,2021,CO,58.4,6231393,377,1,555096
06,2021,CT,66.9,4372142,38,0,348426
06,2021,DC,64.4,919749,7,0,49172
06,2021,DE,58.7,1050810,33,0,108569
06,2021,FL,53.2,21048796,1035,30,2306194
06,2021,GA,43.1,8238418,223,0,1128690
06,2021,GU,60.9,190499,4,0,8244
06,2021,HI,61.7,1627684,30,0,35723
06,2021,IA,51.5,3030182,52,3,372577
06,2021,ID,42,1399919,75,0,193665
06,2021,IL,55.2,12874863,298,12,1387595
06,2021,IN,44.8,5732265,380,0,749477
06,2021,KS,51.7,2647161,81,0,315931
06,2021,KY,45.9,3703121,88,4,459544
06,2021,LA,38.9,3390628,184,0,475722
06,2021,MA,69.9,8688799,39,0,708875
06,2021,MD,61.9,6869161,82,2,461265
06,2021,ME,67.1,1632924,17,0,68595
06,2021,MI,51.1,9489442,131,11,1000268
06,2021,MN,57.5,6002043,146,9,603760
06,2021,MO,45.2,5149098,301,0,606285
06,2021,MP,53.6,51874,0,0,183
06,2021,MS,37.1,2074625,79,0,319695
06,2021,MT,48.2,964093,29,0,112819
06,2021,NC,49,9359304,333,4,997544
06,2021,ND,45.9,641756,8,0,110440
06,2021,NE,51.8,1877676,12,0,224010
06,2021,NH,65.1,1573821,24,0,99116
06,2021,NJ,62.3,9680250,207,3,1019563
06,2021,NM,60.5,2236710,75,0,204194
06,2021,NV,49.2,2741498,146,0,327432
06,2021,NY,59.7,21748125,200,5,1154953
06,2021,OH,48.2,10656355,251,0,1107047
06,2021,OK,45.3,3279621,99,0,454884
06,2021,OR,58.8,4567284,164,1,205029
06,2021,PA,58.7,13464730,187,0,1214098
06,2021,PR,66.8,3905803,34,0,140625
06,2021,PW,65.1,24739,0,0,2
06,2021,RI,66.2,1286229,18,0,144482
06,2021,SC,44.3,4157362,199,6,595774
06,2021,SD,50.9,811827,13,0,124356
06,2021,TN,42.6,5645905,148,0,862397
06,2021,TX,48.1,25672821,320,25,2967354
06,2021,UT,49.6,2891694,194,0,409558
06,2021,VA,60.3,9379600,68,11,677813
06,2021,VI,39.5,79654,9,0,3708
06,2021,VT,73.9,854987,6,0,22770
06,2021,WA,59.3,8313590,456,0,443562
06,2021,WI,53.9,6002081,66,0,676207
06,2021,WV,48,1677112,68,0,163075
06,2021,WY,40.1,434596,40,0,61194
06,2021,AK,51.4,701423,22,0,67885
06,2021,AL,40,3384297,161,1,546002
06,2021,AR,43,2280342,103,2,344067
06,2021,AS,53.8,45884,0,0,0
06,2021,AZ,50.6,7054421,394,0,887146
06,2021,CA,59.2,41830311,827,-7,3697299
06,2021,CO,58.5,6247691,190,1,555286
06,2021,CT,67,4382267,39,2,348465
06,2021,DC,64.5,921918,7,1,49179
06,2021,DE,58.8,1053342,19,0,108588
06,2021,FL,53.3,21118617,1384,23,2307578
06,2021,GA,43.2,8262914,180,0,1128870
06,2021,GU,60.9,190698,7,0,8251
06,2021,HI,61.8,1632705,46,0,35769
06,2021,IA,51.6,3037243,72,0,372649
06,2021,ID,42.1,1403336,78,0,193743
06,2021,IL,55.3,12915236,165,9,1387760
06,2021,IN,44.9,5748234,55,1,749532
06,2021,KS,51.8,2652478,83,19,316014
06,2021,KY,46,3712434,92,6,459636
06,2021,LA,39,3398403,186,7,475908
06,2021,MA,70,8710981,58,8,708933
06,2021,MD,62,6888240,60,2,461325
06,2021,ME,67.1,1637036,35,3,68630
06,2021,MI,51.2,9511025,209,18,1000477
06,2021,MN,57.5,6015416,116,5,603876
06,2021,MO,45.3,5161067,580,26,606865
06,2021,MP,53.8,52156,0,0,183
06,2021,MS,37.1,2079124,146,0,319841
06,2021,MT,48.3,965636,31,2,112850
06,2021,NC,49.1,9384797,204,6,997748
06,2021,ND,46,642585,33,1,110473
06,2021,NE,51.9,1882293,40,0,224050
06,2021,NH,65.1,1577958,27,3,99143
06,2021,NJ,62.4,9710596,231,4,1019794
06,2021,NM,60.6,2243028,77,5,204271
06,2021,NV,49.3,2749352,147,2,327579
06,2021,NY,59.8,21814511,164,6,1155117
06,2021,OH,48.3,10681491,178,0,1107225
06,2021,OK,45.3,3287111,45,0,454929
06,2021,OR,58.9,4580205,125,0,205154
06,2021,PA,58.8,13494958,140,33,1214238
06,2021,PR,66.9,3919307,11,6,140636
06,2021,PW,65.1,24742,0,0,2
06,2021,RI,66.3,1289548,17,0,144499
06,2021,SC,44.3,4168162,132,2,595906
06,2021,SD,50.9,813369,10,0,124366
06,2021,TN,42.7,5660085,85,3,862482
06,2021,TX,48.2,25755490,376,15,2967730
06,2021,UT,49.7,2901349,169,0,409727
06,2021,VA,60.4,9411155,136,9,677949
06,2021,VI,39.6,79892,9,1,3717
06,2021,VT,74,857466,1,0,22771
06,2021,WA,59.4,8338880,281,-33,443843
06,2021,WI,54,6015270,69,2,676276
06,2021,WV,48,1680296,69,4,163144
06,2021,WY,40.1,435497,40,0,61234
06,2021,AK,51.5,703284,25,0,67910
06,2021,AL,40.1,3394952,171,3,546173
06,2021,AR,43.1,2285823,302,6,344369
06,2021,AS,53.9,45930,0,0,0
06,2021,AZ,50.7,7072031,423,11,887569
06,2021,CA,59.4,41969482,628,10,3697927
06,2021,CO,58.6,6265063,317,10,555603
06,2021,CT,67.1,4394762,56,0,348521
06,2021,DC,64.6,923983,34,0,49213
06,2021,DE,58.9,1056479,11,0,108599
06,2021,FL,53.5,21184706,1790,24,2309368
06,2021,GA,43.3,8288343,307,13,1129177
06,2021,GU,61.1,191777,10,0,8261
06,2021,HI,61.9,1638659,33,0,35802
06,2021,IA,51.7,3043796,103,1,372752
06,2021,ID,42.2,1407265,89,0,193832
06,2021,IL,55.4,12951604,226,15,1387986
06,2021,IN,45,5765931,303,7,749835
06,2021,KS,51.9,2658245,164,0,316178
06,2021,KY,46.1,3722221,234,6,459870
06,2021,LA,39.1,3406845,559,5,476467
06,2021,MA,70.1,8736642,79,2,709012
06,2021,MD,62.1,6910062,67,5,461392
06,2021,ME,67.2,1641370,45,5,68675
06,2021,MI,51.2,9536854,198,9,1000675
06,2021,MN,57.6,6030895,90,1,603966
06,2021,MO,45.4,5173564,857,2,607722
06,2021,MP,54,52362,0,0,183
06,2021,MS,37.2,2083986,142,4,319983
06,2021,MT,48.3,967443,99,4,112949
06,2021,NC,49.2,9408264,329,8,998077
06,2021,ND,46.1,644264,19,1,110492
06,2021,NE,51.9,1886168,39,0,224089
06,2021,NH,65.2,1581741,35,1,99178
06,2021,NJ,62.5,9745862,249,11,1020043
06,2021,NM,60.7,2250054,121,0,204392
06,2021,NV,49.4,2758365,252,2,327831
06,2021,NY,60,21887781,146,6,1155263
06,2021,OH,48.3,10709049,296,31,1107521
06,2021,OK,45.4,3294487,216,3,455145
06,2021,OR,59,4594888,305,7,205459
06,2021,PA,58.9,13537319,371,24,1214609
06,2021,PR,67.1,3933488,34,2,140670
06,2021,PW,65.3,24775,0,0,2
06,2021,RI,66.5,1293424,22,1,144521
06,2021,SC,44.4,4179942,101,0,596007
06,2021,SD,51,815118,11,0,124377
06,2021,TN,42.8,5674049,214,5,862696
06,2021,TX,48.3,25840259,1307,17,2969037
06,2021,UT,49.8,2910281,237,0,409964
06,2021,VA,60.5,9442141,277,2,678226
06,2021,VI,39.7,80185,12,1,3729
06,2021,VT,74.1,859345,7,0,22778
06,2021,WA,59.5,8367413,424,18,444267
06,2021,WI,54,6024064,130,8,676406
06,2021,WV,48.1,1684313,77,3,163221
06,2021,WY,40.2,436310,69,9,61303
06,2021,AK,51.6,704884,26,0,67936
06,2021,AL,40.2,3404295,153,6,546326
06,2021,AR,43.2,2291305,288,-2,344657
06,2021,AS,54.3,46281,0,0,0
06,2021,AZ,50.8,7090074,436,12,888005
06,2021,CA,59.5,42097049,699,19,3698626
06,2021,CO,58.7,6282075,355,9,555958
06,2021,CT,67.2,4405366,39,2,348560
06,2021,DC,64.7,926007,10,1,49223
06,2021,DE,59,1060167,32,0,108631
06,2021,FL,53.6,21247178,1581,28,2310949
06,2021,GA,43.4,8312791,498,57,1129675
06,2021,GU,61.3,192576,5,0,8266
06,2021,HI,62.1,1644131,29,1,35831
06,2021,IA,51.7,3050501,85,6,372837
06,2021,ID,42.2,1410430,87,6,193919
06,2021,IL,55.5,12987800,352,26,1388338
06,2021,IN,45,5781424,335,12,750170
06,2021,KS,51.9,2663293,165,3,316343
06,2021,KY,46.1,3731984,218,1,460088
06,2021,LA,39.1,3415494,325,10,476792
06,2021,MA,70.2,8758556,68,4,709080
06,2021,MD,62.2,6936800,78,3,461470
06,2021,ME,67.3,1645530,46,1,68721
06,2021,MI,51.3,9560428,184,11,1000859
06,2021,MN,57.7,6047288,86,5,604052
06,2021,MO,45.5,5185076,724,3,608446
06,2021,MP,54.1,52585,0,0,183
06,2021,MS,37.3,2088913,189,0,320172
06,2021,MT,48.4,969592,72,2,113021
06,2021,NC,49.3,9433112,509,3,998586
06,2021,ND,46.2,645614,28,1,110520
06,2021,NE,52,1890316,41,0,224130
06,2021,NH,65.3,1584952,18,0,99196
06,2021,NJ,62.7,9778490,283,12,1020326
06,2021,NM,61,2260346,80,3,204472
06,2021,NV,49.5,2766019,363,9,328194
06,2021,NY,60.1,21957780,170,3,1155433
06,2021,OH,48.4,10734165,381,0,1107902
06,2021,OK,45.5,3301715,209,2,455354
06,2021,OR,59.2,4610998,239,7,205698
06,2021,PA,59.1,13575856,243,17,1214852
06,2021,PR,67.3,3948914,88,1,140758
06,2021,PW,65.3,24781,0,0,2
06,2021,RI,66.6,1297013,27,0,144548
06,2021,SC,44.5,4190042,148,3,596155
06,2021,SD,51.1,817004,5,0,124382
06,2021,TN,42.8,5687415,307,2,863003
06,2021,TX,48.4,25921893,1433,19,2970470
06,2021,UT,49.9,2918193,413,1,410377
06,2021,VA,60.6,9472319,167,7,678393
06,2021,VI,39.9,80499,18,0,3747
06,2021,VT,74.2,861320,8,0,22786
06,2021,WA,59.6,8394727,465,1,444732
06,2021,WI,54.1,6038838,36,18,676442
06,2021,WV,48.2,1688619,90,5,163311
06,2021,WY,40.2,437316,56,0,61359
06,2021,AK,51.6,706341,23,0,67959
06,2021,AL,40.3,3413599,186,4,546512
06,2021,AR,43.3,2297195,288,2,344945
06,2021,AS,54.4,46343,0,0,0
06,2021,AZ,50.9,7107391,332,18,888337
06,2021,CA,59.6,42218940,829,31,3699455
06,2021,CO,58.8,6298529,356,4,556314
06,2021,CT,67.4,4415282,35,1,348595
06,2021,DC,64.8,927842,9,1,49232
06,2021,DE,59.1,1063261,54,0,108685
06,2021,FL,53.7,21307931,1882,26,2312831
06,2021,GA,43.5,8336836,408,30,1130083
06,2021,GU,61.5,193370,1,0,8267
06,2021,HI,62.2,1648669,31,0,35862
06,2021,IA,51.8,3056317,59,0,372896
06,2021,ID,42.3,1414287,87,0,194006
06,2021,IL,55.6,13022948,248,21,1388586
06,2021,IN,45.1,5795481,262,1,750432
06,2021,KS,52,2669614,98,0,316441
06,2021,KY,46.2,3741553,196,3,460284
06,2021,LA,39.2,3424149,335,7,477127
06,2021,MA,70.3,8780199,107,4,709187
06,2021,MD,62.3,6957333,79,3,461549
06,2021,ME,67.4,1649132,32,0,68753
06,2021,MI,51.4,9581873,156,13,1001015
06,2021,MN,57.8,6061853,132,4,604184
06,2021,MO,45.5,5196711,917,1,609363
06,2021,MP,54.4,52892,0,0,183
06,2021,MS,37.3,2094198,115,3,320287
06,2021,MT,48.5,971388,71,2,113092
06,2021,NC,49.4,9456479,425,5,999011
06,2021,ND,46.3,647430,24,0,110544
06,2021,NE,52.1,1894716,-157,0,223973
06,2021,NH,65.3,1588211,29,2,99225
06,2021,NJ,62.8,9808856,238,7,1020564
06,2021,NM,61.3,2272389,105,5,204577
06,2021,NV,49.6,2773725,296,7,328490
06,2021,NY,60.2,22023048,212,2,1155645
06,2021,OH,48.5,10758872,244,0,1108146
06,2021,OK,45.6,3308794,181,3,455535
06,2021,OR,59.3,4624161,290,1,205988
06,2021,PA,59.2,13608877,305,15,1215157
06,2021,PR,67.4,3962721,92,0,140850
06,2021,PW,65.3,24785,0,0,2
06,2021,RI,66.7,1300054,20,1,144568
06,2021,SC,44.6,4200453,168,5,596323
06,2021,SD,51.2,818609,11,1,124393
06,2021,TN,42.9,5700532,266,7,863269
06,2021,TX,48.5,25999960,1767,13,2972237
06,2021,UT,50,2926957,369,0,410746
06,2021,VA,60.8,9499726,113,5,678506
06,2021,VI,40,80836,5,0,3752
06,2021,VT,74.3,863076,8,0,22794
06,2021,WA,59.7,8418422,679,9,445411
06,2021,WI,54.2,6053528,109,5,676551
06,2021,WV,48.3,1693037,71,2,163382
06,2021,WY,40.3,438267,66,0,61425
06,2021,AK,51.7,708179,23,0,67982
06,2021,AL,40.4,3423596,147,2,546659
06,2021,AR,43.4,2303343,219,1,345164
06,2021,AS,54.4,46357,0,0,0
06,2021,AZ,51,7127455,463,11,888800
06,2021,CA,59.8,42354510,1295,57,3700750
06,2021,CO,59,6317432,350,6,556664
06,2021,CT,67.5,4425099,70,4,348665
06,2021,DC,64.9,929463,11,1,49243
06,2021,DE,59.2,1065973,26,4,108711
06,2021,FL,53.8,21373393,1493,27,2314324
06,2021,GA,43.7,8362422,321,19,1130404
06,2021,GU,61.8,194582,5,0,8272
06,2021,HI,62.3,1654667,57,2,35919
06,2021,IA,51.9,3063403,75,1,372971
06,2021,ID,42.4,1417712,60,0,194066
06,2021,IL,55.7,13055170,102,14,1388688
06,2021,IN,45.2,5810802,405,2,750837
06,2021,KS,52.1,2675784,98,1,316539
06,2021,KY,46.3,3751020,185,4,460469
06,2021,LA,39.3,3431965,326,11,477453
06,2021,MA,70.4,8799106,68,4,709255
06,2021,MD,62.5,6977644,86,5,461635
06,2021,ME,67.5,1652705,49,0,68802
06,2021,MI,51.5,9602973,159,21,1001174
06,2021,MN,57.9,6074735,108,5,604292
06,2021,MO,45.6,5208372,519,0,609882
06,2021,MP,54.7,53090,0,0,183
06,2021,MS,37.4,2099414,102,2,320389
06,2021,MT,48.5,972805,75,0,113167
06,2021,NC,49.5,9480568,471,3,999482
06,2021,ND,46.3,648629,7,0,110551
06,2021,NE,52.2,1898809,13,1,223986
06,2021,NH,65.4,1591608,29,1,99254
06,2021,NJ,62.9,9840501,205,3,1020769
06,2021,NM,61.4,2277581,121,6,204698
06,2021,NV,49.7,2781974,385,7,328875
06,2021,NY,60.4,22091274,236,0,1155881
06,2021,OH,48.5,10783738,252,14,1108398
06,2021,OK,45.6,3315877,153,0,455688
06,2021,OR,59.4,4637922,262,3,206250
06,2021,PA,59.3,13644864,289,7,1215446
06,2021,PR,67.6,3974699,47,1,140897
06,2021,PW,65.3,24787,0,0,2
06,2021,RI,66.8,1303739,26,0,144594
06,2021,SC,44.7,4211886,201,2,596524
06,2021,SD,51.3,820008,4,0,124397
06,2021,TN,43,5715631,169,3,863438
06,2021,TX,48.6,26081544,934,11,2973171
06,2021,UT,50.1,2936170,288,2,411034
06,2021,VA,60.9,9525455,47,3,678553
06,2021,VI,40.1,80980,16,0,3768
06,2021,VT,74.4,864417,3,0,22797
06,2021,WA,59.9,8444835,511,0,445922
06,2021,WI,54.3,6067046,122,0,676673
06,2021,WV,48.3,1696650,48,0,163430
06,2021,WY,40.4,439465,65,0,61490
06,2021,AK,51.8,708810,23,0,68005
06,2021,AL,40.5,3427817,112,3,546771
06,2021,AR,43.4,2305646,219,1,345383
06,2021,AS,54.8,46644,0,0,0
06,2021,AZ,51.1,7138862,463,11,889263
06,2021,CA,59.9,42435046,1176,32,3701926
06,2021,CO,59,6329922,326,6,556990
06,2021,CT,67.5,4432829,30,0,348695
06,2021,DC,65,930815,6,0,49249
06,2021,DE,59.3,1067599,29,0,108740
06,2021,FL,53.9,21420719,1716,34,2316040
06,2021,GA,43.7,8377172,321,19,1130725
06,2021,GU,62,195598,5,0,8277
06,2021,HI,62.4,1658892,57,2,35976
06,2021,IA,51.9,3066489,75,1,373046
06,2021,ID,42.4,1419409,60,0,194126
06,2021,IL,55.8,13080085,251,0,1388939
06,2021,IN,45.3,5820401,405,34,751242
06,2021,KS,52.2,2678544,51,0,316590
06,2021,KY,46.4,3755864,155,5,460624
06,2021,LA,39.3,3435936,228,0,477681
06,2021,MA,70.5,8814048,68,4,709323
06,2021,MD,62.5,6992156,62,4,461697
06,2021,ME,67.6,1654827,24,0,68826
06,2021,MI,51.5,9614819,131,10,1001305
06,2021,MN,57.9,6079966,108,5,604400
06,2021,MO,45.7,5214676,519,0,610401
06,2021,MP,55,53556,0,0,183
06,2021,MS,37.5,2101832,97,0,320486
06,2021,MT,48.6,973389,18,0,113185
06,2021,NC,49.5,9492833,421,4,999903
06,2021,ND,46.3,648830,7,0,110558
06,2021,NE,52.2,1900683,39,0,224025
06,2021,NH,65.5,1593981,25,0,99279
06,2021,NJ,63,9864729,205,3,1020974
06,2021,NM,61.5,2279969,87,0,204785
06,2021,NV,49.8,2787487,211,0,329086
06,2021,NY,60.5,22138189,237,13,1156118
06,2021,OH,48.6,10799304,252,14,1108650
06,2021,OK,45.7,3319407,153,0,455841
06,2021,OR,59.4,4647942,262,3,206512
06,2021,PA,59.3,13667258,225,7,1215671
06,2021,PR,67.7,3980398,48,0,140945
06,2021,PW,65.3,24790,0,0,2
06,2021,RI,66.9,1306542,11,0,144605
06,2021,SC,44.8,4219051,205,1,596729
06,2021,SD,51.3,820536,4,0,124401
06,2021,TN,43,5723213,182,2,863620
06,2021,TX,48.7,26136079,2004,20,2975175
06,2021,UT,50.2,2941248,288,2,411322
06,2021,VA,61,9546113,47,3,678600
06,2021,VI,40.1,81004,2,0,3770
06,2021,VT,74.4,865115,2,0,22799
06,2021,WA,59.9,8459173,442,10,446364
06,2021,WI,54.3,6073463,48,0,676721
06,2021,WV,48.4,1698276,48,0,163478
06,2021,WY,40.4,439810,46,0,61536
06,2021,AK,51.8,709195,26,0,68031
06,2021,AL,40.5,3430264,87,3,546858
06,2021,AR,43.4,2306793,222,3,345605
06,2021,AS,54.8,46645,0,0,0
06,2021,AZ,51.1,7144742,464,12,889727
06,2021,CA,59.9,42467823,956,35,3702882
06,2021,CO,59.1,6335950,252,6,557242
06,2021,CT,67.6,4436362,30,0,348725
06,2021,DC,65.1,931321,6,0,49255
06,2021,DE,59.3,1068329,22,0,108762
06,2021,FL,54,21450179,1066,24,2317106
06,2021,GA,43.8,8385578,323,22,1131048
06,2021,GU,62,195640,7,0,8284
06,2021,HI,62.4,1659994,60,2,36036
06,2021,IA,51.9,3068111,77,3,373123
06,2021,ID,42.5,1420034,60,0,194186
06,2021,IL,55.8,13091500,251,0,1389190
06,2021,IN,45.3,5824086,213,0,751455
06,2021,KS,52.2,2679860,51,0,316641
06,2021,KY,46.4,3758284,95,5,460719
06,2021,LA,39.4,3437925,228,0,477909
06,2021,MA,70.5,8822625,72,6,709395
06,2021,MD,62.6,6999872,42,2,461739
06,2021,ME,67.6,1655864,16,0,68842
06,2021,MI,51.5,9620011,102,11,1001407
06,2021,MN,57.9,6082786,109,8,604509
06,2021,MO,45.7,5218110,523,2,610924
06,2021,MP,55.1,53595,0,0,183
06,2021,MS,37.5,2102840,91,0,320577
06,2021,MT,48.6,973647,18,0,113203
06,2021,NC,49.5,9500358,329,3,1000232
06,2021,ND,46.4,648921,9,0,110567
06,2021,NE,52.2,1902026,39,0,224064
06,2021,NH,65.5,1595030,25,0,99304
06,2021,NJ,63.1,9875946,208,4,1021182
06,2021,NM,61.5,2280956,87,0,204872
06,2021,NV,49.8,2790486,211,0,329297
06,2021,NY,60.5,22163117,54,0,1156172
06,2021,OH,48.6,10806396,252,16,1108902
06,2021,OK,45.7,3321442,153,0,455994
06,2021,OR,59.5,4650860,262,3,206774
06,2021,PA,59.3,13675043,117,9,1215788
06,2021,PR,67.7,3981774,31,0,140976
06,2021,PW,65.3,24790,0,0,2
06,2021,RI,67,1307647,19,0,144624
06,2021,SC,44.8,4222566,158,8,596887
06,2021,SD,51.3,820864,4,0,124405
06,2021,TN,43.1,5727406,127,3,863747
06,2021,TX,48.7,26165701,526,20,2975701
06,2021,UT,50.2,2942800,288,2,411610
06,2021,VA,61,9555157,49,3,678649
06,2021,VI,40.1,81021,2,0,3772
06,2021,VT,74.5,865385,0,0,22799
06,2021,WA,60,8465186,386,0,446750
06,2021,WI,54.3,6076245,48,1,676769
06,2021,WV,48.4,1699041,48,0,163526
06,2021,WY,40.4,439934,46,0,61582
06,2021,AK,51.9,710243,81,0,68112
06,2021,AL,40.6,3437114,177,5,547035
06,2021,AR,43.5,2310667,90,2,345695
06,2021,AS,55.1,46906,0,0,0
06,2021,AZ,51.2,7157273,384,0,890111
06,2021,CA,60,42543309,1123,4,3704005
06,2021,CO,59.2,6346724,206,5,557448
06,2021,CT,67.7,4442346,32,-2,348757
06,2021,DC,65.2,932531,7,0,49262
06,2021,DE,59.4,1070176,15,0,108777
06,2021,FL,54.1,21496011,1833,22,2318939
06,2021,GA,43.8,8401321,184,0,1131232
06,2021,GU,62.1,195797,20,0,8304
06,2021,HI,62.6,1662941,12,0,36048
06,2021,IA,52,3072212,17,0,373140
06,2021,ID,42.5,1421764,63,14,194249
06,2021,IL,55.9,13112897,253,26,1389443
06,2021,IN,45.4,5834044,71,4,751526
06,2021,KS,52.2,2683642,54,0,316695
06,2021,KY,46.4,3764292,62,5,460781
06,2021,LA,39.4,3443470,230,5,478139
06,2021,MA,70.6,8834509,48,5,709443
06,2021,MD,62.7,7011859,40,4,461779
06,2021,ME,67.7,1657931,21,0,68863
06,2021,MI,51.6,9631386,184,11,1001591
06,2021,MN,58,6090322,99,4,604608
06,2021,MO,45.8,5226657,733,18,611657
06,2021,MP,55.3,53811,0,0,183
06,2021,MS,37.5,2106012,162,2,320739
06,2021,MT,48.6,974672,22,1,113225
06,2021,NC,49.6,9515336,210,8,1000442
06,2021,ND,46.4,649603,31,3,110598
06,2021,NE,52.3,1904709,39,-2,224103
06,2021,NH,65.5,1597178,25,0,99329
06,2021,NJ,63.2,9892724,126,3,1021308
06,2021,NM,61.6,2284782,89,10,204961
06,2021,NV,49.9,2795282,212,-3,329509
06,2021,NY,60.6,22204271,55,4,1156227
06,2021,OH,48.7,10820252,123,0,1109025
06,2021,OK,45.8,3326268,154,22,456148
06,2021,OR,59.5,4658753,76,2,206850
06,2021,PA,59.4,13691706,107,1,1215895
06,2021,PR,67.8,3990585,3,3,140979
06,2021,PW,66.6,25085,0,0,2
06,2021,RI,67.1,1309503,6,0,144630
06,2021,SC,44.9,4229830,94,0,596981
06,2021,SD,51.4,821867,6,0,124411
06,2021,TN,43.1,5737255,84,3,863831
06,2021,TX,48.8,26220640,86,19,2975787
06,2021,UT,50.3,2948956,160,0,411770
06,2021,VA,61.1,9572761,260,16,678909
06,2021,VI,40.2,81259,2,0,3774
06,2021,VT,74.5,866168,2,0,22801
06,2021,WA,60.1,8479782,254,18,447004
06,2021,WI,54.4,6083822,51,17,676820
06,2021,WV,48.4,1700774,48,0,163574
06,2021,WY,40.5,440549,48,0,61630
06,2021,AK,52,711732,33,0,68145
06,2021,AL,40.7,3445077,238,5,547273
06,2021,AR,43.6,2315706,485,8,346180
06,2021,AS,55.1,46946,0,0,0
06,2021,AZ,51.3,7172505,422,15,890533
06,2021,CA,60.1,42651352,635,8,3704640
06,2021,CO,59.3,6361801,291,4,557739
06,2021,CT,67.8,4450993,45,3,348802
06,2021,DC,65.3,934033,13,0,49275
06,2021,DE,59.5,1072636,14,8,108791
06,2021,FL,54.3,21550819,2043,24,2320982
06,2021,GA,43.9,8423490,351,11,1131583
06,2021,GU,62.1,195917,6,0,8310
06,2021,HI,62.6,1666349,18,0,36066
06,2021,IA,52.1,3076682,157,3,373297
06,2021,ID,42.6,1423507,118,4,194367
06,2021,IL,56,13141193,191,8,1389634
06,2021,IN,45.5,5848235,300,8,751826
06,2021,KS,52.3,2688875,160,0,316855
06,2021,KY,46.5,3771886,198,6,460979
06,2021,LA,39.5,3451489,325,6,478464
06,2021,MA,70.7,8851790,33,1,709476
06,2021,MD,62.8,7027797,49,6,461828
06,2021,ME,67.7,1660801,27,0,68890
06,2021,MI,51.7,9648990,147,9,1001738
06,2021,MN,58.1,6100362,79,1,604687
06,2021,MO,45.9,5238148,871,2,612528
06,2021,MP,55.6,54098,0,0,183
06,2021,MS,37.6,2110296,184,3,320923
06,2021,MT,48.7,976359,116,3,113341
06,2021,NC,49.7,9535965,328,3,1000770
06,2021,ND,46.5,650985,16,0,110614
06,2021,NE,52.4,1908045,192,2,224295
06,2021,NH,65.6,1599882,19,1,99348
06,2021,NJ,63.3,9919651,246,15,1021554
06,2021,NM,61.7,2288883,97,4,205058
06,2021,NV,49.9,2798932,406,7,329915
